633	2.1652	8.922e-007
634	2.1648	8.7356e-007
635	2.1645	8.5538e-007
636	2.1641	8.3763e-007
637	2.1638	8.203e-007
638	2.1635	8.0339e-007
639	2.1631	7.8687e-007
640	2.1628	7.7075e-007
641	2.1625	7.5501e-007
642	2.1622	7.3964e-007
643	2.1618	7.2463e-007
644	2.1615	7.0998e-007
645	2.1612	6.9566e-007
646	2.1609	6.8168e-007
647	2.1605	6.6802e-007
648	2.1602	6.5468e-007
649	2.1599	6.4164e-007
650	2.1596	6.2891e-007
651	2.1593	6.1646e-007
652	2.159	6.043e-007
653	2.1587	5.9242e-007
654	2.1584	5.8081e-007
655	2.1581	5.6946e-007
656	2.1578	5.5837e-007
657	2.1575	5.4753e-007
658	2.1572	5.3693e-007
659	2.1569	5.2657e-007
660	2.1566	5.1644e-007
661	2.1563	5.0654e-007
662	2.156	4.9685e-007
663	2.1557	4.8738e-007
664	2.1554	4.7812e-007
665	2.1551	4.6907e-007
666	2.1548	4.6021e-007
667	2.1545	4.5155e-007
668	2.1543	4.4307e-007
669	2.154	4.3478e-007
670	2.1537	4.2667e-007
671	2.1534	4.1874e-007
672	2.1531	4.1097e-007
673	2.1529	4.0338e-007
674	2.1526	3.9595e-007
675	2.1523	3.8867e-007
676	2.1521	3.8155e-007
677	2.1518	3.7459e-007
678	2.1515	3.6777e-007
679	2.1512	3.6109e-007
680	2.151	3.5456e-007
681	2.1507	3.4816e-007
682	2.1505	3.419e-007
683	2.1502	3.3577e-007
684	2.1499	3.2977e-007
685	2.1497	3.2389e-007
686	2.1494	3.1813e-007
687	2.1492	3.125e-007
688	2.1489	3.0698e-007
689	2.1486	3.0157e-007
690	2.1484	2.9628e-007
691	2.1481	2.9109e-007
692	2.1479	2.8601e-007
693	2.1476	2.8103e-007
694	2.1474	2.7615e-007
695	2.1471	2.7138e-007
696	2.1469	2.667e-007
697	2.1467	2.6211e-007
698	2.1464	2.5761e-007
699	2.1462	2.5321e-007
700	2.1459	2.4889e-007
701	2.1457	2.4466e-007
702	2.1455	2.4052e-007
703	2.1452	2.3645e-007
704	2.145	2.3247e-007
